"name","pos","gp","min","wp48","pop48","wins","pts","reb","ast","to","blk","stl","pf","year","team"
"Antoine Walker","F (4.0)","81","3406",".028","-2.2","1.99","25.3","10.1","5.7","3.5","0.5","1.7","3.3",2001,"bos"
"Erick Strickland","PG (1.7)","79","1643",".118","0.6","4.04","17.7","6.2","5.4","2.7","0.0","1.6","4.2",2001,"bos"
"Eric Williams","GF (2.7)","74","1747",".072","-0.8","2.62","13.0","6.1","3.0","2.6","0.2","2.1","4.9",2001,"bos"
"Joe Johnson","GF (2.5)","48","1003",".145","1.4","3.04","14.5","6.7","3.5","1.3","0.4","1.6","2.8",2001,"bos"
"Joseph Forte","SG (2.0)","8","39","-.139","-7.4","-0.11","7.4","7.4","7.4","3.7","0.0","2.5","1.2",2001,"bos"
"Kedrick Brown","GF (2.5)","29","245",".167","2.1","0.85","12.3","9.8","2.9","1.4","1.4","3.5","3.5",2001,"bos"
"Kenny Anderson","PG (1.0)","76","2430",".138","1.2","6.99","14.4","5.4","8.0","2.4","0.2","2.8","4.1",2001,"bos"
"Mark Blount","FC (5.0)","44","415",".076","-0.7","0.66","10.9","9.8","1.2","2.7","2.2","1.9","6.8",2001,"bos"
"Milt Palacio","PG (1.0)","41","518",".067","-1.0","0.72","14.1","4.6","5.0","2.2","0.3","1.9","3.5",2001,"bos"
"Paul Pierce","GF (2.5)","82","3302",".191","2.9","13.13","31.2","8.2","3.8","3.5","1.3","2.2","3.4",2001,"bos"
"Randy Brown","PG (1.0)","1","6",".025","-2.3","0.00","0.0","0.0","16.0","0.0","8.0","0.0","8.0",2001,"bos"
"Rodney Rogers","F (3.5)","27","626",".120","0.7","1.57","22.1","8.2","3.1","3.2","0.9","1.2","6.0",2001,"bos"
"Tony Battie","FC (5.0)","74","1819",".229","4.1","8.70","13.5","12.7","0.9","1.3","1.8","1.6","5.8",2001,"bos"
"Tony Delk","PG (1.0)","22","570",".077","-0.7","0.91","13.6","6.7","4.3","1.6","0.5","1.9","3.2",2001,"bos"
"Vitaly Potapenko","C (5.0)","79","1343",".134","1.1","3.76","13.0","12.4","1.1","2.3","0.6","1.3","6.2",2001,"bos"
"Walter McCarty","F (4.5)","56","718",".100","0.0","1.49","14.2","8.6","2.7","1.5","0.5","1.2","5.5",2001,"bos"
"Antoine Walker","F (3.7)","78","3235","-.042","-4.4","-2.83","23.3","8.4","5.5","3.9","0.5","1.7","3.3",2002,"bos"
"Bimbo Coles","PG (1.0)","14","175","-.027","-3.9","-0.10","14.3","3.0","4.4","2.7","0.0","1.6","4.7",2002,"bos"
"Bruno Sundov","C (5.0)","26","138","-.315","-12.9","-0.91","11.1","9.7","2.4","3.1","1.0","2.1","8.3",2002,"bos"
"Eric Williams","GF (2.5)","82","2351",".168","2.1","8.23","15.2","7.8","2.9","2.0","0.4","1.8","4.8",2002,"bos"
"Grant Long","PF (5.0)","41","488","-.016","-3.6","-0.16","7.1","8.2","2.5","1.9","0.1","0.9","6.1",2002,"bos"
"J.R. Bremer","G (1.5)","64","1502",".089","-0.3","2.79","16.9","4.6","5.2","1.9","0.1","1.2","2.6",2002,"bos"
"Kedrick Brown","GF (2.3)","51","666",".101","0.1","1.41","10.5","10.1","1.4","1.7","0.9","2.5","4.9",2002,"bos"
"Mark Blount","FC (5.0)","27","518",".169","2.2","1.82","11.1","11.6","1.9","3.1","1.6","1.9","6.9",2002,"bos"
"Mark Bryant","PF (5.0)","2","9","-.148","-7.7","-0.03","0.0","10.7","5.3","0.0","0.0","0.0","10.7",2002,"bos"
"Mikki Moore","FC (5.0)","3","12","-.267","-11.4","-0.07","0.0","4.0","0.0","0.0","8.0","0.0","24.0",2002,"bos"
"Paul Pierce","GF (2.5)","79","3096",".128","0.9","8.25","31.8","9.0","5.4","4.5","1.0","2.2","3.5",2002,"bos"
"Ruben Wolkowyski","PF (5.0)","7","24","-.233","-10.3","-0.12","10.0","2.0","2.0","2.0","0.0","0.0","6.0",2002,"bos"
"Shammond Williams","PG (1.0)","51","1169",".089","-0.3","2.17","15.3","4.5","5.3","2.5","0.1","2.5","3.4",2002,"bos"
"Tony Battie","FC (5.0)","67","1683",".204","3.3","7.14","13.9","12.3","1.4","1.4","2.3","0.9","5.6",2002,"bos"
"Tony Delk","PG (1.0)","67","1873",".140","1.3","5.47","16.8","5.9","3.7","1.8","0.3","1.8","3.2",2002,"bos"
"Vin Baker","FC (5.0)","52","942",".045","-1.7","0.89","13.8","10.1","1.5","3.1","1.5","1.1","7.4",2002,"bos"
"Walter McCarty","F (4.1)","82","1949",".071","-0.9","2.88","12.3","7.1","2.6","1.7","0.7","1.9","4.6",2002,"bos"
"Brandon Hunter","PF (4.0)","36","406",".095","-0.1","0.80","14.8","14.0","2.2","2.6","0.1","1.5","4.7",2003,"bos"
"Chris Mihm","FC (5.0)","54","939",".109","0.3","2.14","16.9","14.0","0.6","3.3","2.1","1.4","7.7",2003,"bos"
"Chucky Atkins","PG (1.0)","24","793",".075","-0.7","1.24","17.5","2.7","7.7","2.7","0.1","1.6","2.5",2003,"bos"
"Dana Barros","PG (1.0)","1","11",".123","0.8","0.03","26.2","0.0","0.0","0.0","0.0","0.0","8.7",2003,"bos"
"Eric Williams","GF (2.5)","21","513",".106","0.2","1.13","22.7","8.9","2.3","2.9","0.1","2.1","4.9",2003,"bos"
"Jiri Welsch","GF (2.5)","81","2179",".104","0.1","4.71","16.4","6.5","4.0","2.8","0.2","2.2","3.9",2003,"bos"
"Jumaine Jones","SF (3.8)","42","373","-.033","-4.1","-0.26","12.0","8.8","1.8","2.4","1.2","1.5","6.2",2003,"bos"
"Kedrick Brown","GF (2.5)","21","408",".158","1.8","1.34","12.9","8.0","2.9","1.4","0.2","2.0","4.5",2003,"bos"
"Kendrick Perkins","C (5.0)","10","35",".167","2.1","0.12","30.2","19.2","4.1","6.9","2.7","0.0","8.2",2003,"bos"
"Marcus Banks","PG (1.0)","81","1385","-.010","-3.4","-0.28","16.6","4.6","6.1","4.3","0.5","3.0","5.9",2003,"bos"
"Mark Blount","FC (4.8)","82","2402",".173","2.3","8.67","16.8","11.8","1.5","3.0","2.1","1.6","5.1",2003,"bos"
"Michael Stewart","FC (4.5)","17","71","-.061","-5.0","-0.09","3.4","7.4","0.0","1.4","1.4","0.7","8.8",2003,"bos"
"Mike James","PG (1.0)","55","1684",".128","0.9","4.49","16.8","5.0","7.0","2.4","0.1","2.0","3.2",2003,"bos"
"Paul Pierce","GF (2.5)","80","3099",".060","-1.2","3.88","28.4","8.1","6.4","4.7","0.8","2.0","3.6",2003,"bos"
"Raef LaFrentz","FC (4.5)","17","328",".103","0.1","0.70","19.3","11.6","3.5","1.6","1.9","1.2","6.9",2003,"bos"
"Ricky Davis","GF (2.4)","57","1678",".118","0.6","4.13","23.0","6.8","4.2","3.5","0.4","2.0","3.4",2003,"bos"
"Tony Battie","FC (4.5)","23","501",".089","-0.3","0.93","13.0","11.3","2.0","2.3","1.9","0.8","5.3",2003,"bos"
"Vin Baker","FC (4.5)","37","1000",".087","-0.4","1.80","20.1","10.1","2.6","2.5","1.1","1.1","4.7",2003,"bos"
"Walter McCarty","F (4.0)","77","1900",".002","-3.0","0.07","15.3","6.0","3.1","2.3","0.6","1.8","4.5",2003,"bos"
"Al Jefferson","FC (5.0)","71","1051",".100","0.0","2.20","21.7","14.2","1.1","3.0","2.5","1.0","8.9",2004,"bos"
"Antoine Walker","F (4.0)","24","827","-.002","-3.1","-0.03","22.7","11.5","4.1","4.1","1.5","1.5","4.1",2004,"bos"
"Delonte West","G (1.4)","39","507",".092","-0.2","0.98","16.6","6.2","5.0","2.3","0.8","2.0","6.5",2004,"bos"
"Gary Payton","PG (1.0)","77","2541",".174","2.3","9.19","16.5","4.5","8.9","2.8","0.2","1.7","2.3",2004,"bos"
"Jiri Welsch","GF (2.5)","55","1125",".086","-0.4","2.01","17.7","5.9","3.6","2.5","0.2","1.7","4.5",2004,"bos"
"Justin Reed","SF (4.0)","23","121",".074","-0.8","0.19","16.3","6.3","4.0","2.0","0.4","1.2","4.8",2004,"bos"
"Kendrick Perkins","C (5.0)","60","548",".086","-0.4","0.98","13.1","15.4","1.8","3.8","3.2","0.8","8.6",2004,"bos"
"Marcus Banks","PG (1.0)","81","1145",".096","-0.1","2.28","15.6","5.3","6.5","3.3","0.5","2.6","6.1",2004,"bos"
"Mark Blount","FC (4.6)","82","2130",".025","-2.3","1.09","17.4","8.9","2.9","3.6","1.4","0.7","5.2",2004,"bos"
"Paul Pierce","GF (2.7)","82","2960",".209","3.4","12.88","28.7","8.7","5.6","3.7","0.6","2.2","4.1",2004,"bos"
"Raef LaFrentz","FC (4.5)","80","2196",".167","2.1","7.65","19.3","12.1","2.1","1.5","2.2","0.9","5.7",2004,"bos"
"Ricky Davis","GF (2.5)","82","2696",".064","-1.1","3.62","23.3","4.4","4.4","3.6","0.5","1.6","3.1",2004,"bos"
"Tom Gugliotta","PF (4.0)","20","218","-.008","-3.3","-0.03","5.7","9.5","2.6","2.0","0.9","2.0","5.1",2004,"bos"
"Tony Allen","GF (2.5)","77","1262",".161","1.9","4.23","18.7","8.4","2.4","2.9","0.9","2.9","5.9",2004,"bos"
"Walter McCarty","F (4.0)","44","553","-.042","-4.4","-0.48","14.1","6.7","2.3","1.5","0.8","1.3","7.4",2004,"bos"
"Al Jefferson","FC (4.5)","59","994",".106","0.2","2.19","22.4","14.4","1.4","3.0","2.2","1.4","8.0",2005,"bos"
"Brian Scalabrine","FC (4.4)","71","892","-.078","-5.5","-1.45","11.0","6.1","2.7","2.7","1.0","1.1","6.8",2005,"bos"
"Dan Dickau","PG (1.0)","19","234",".061","-1.2","0.30","12.7","3.3","8.2","3.7","0.2","2.3","8.2",2005,"bos"
"Delonte West","G (1.1)","71","2248",".191","2.9","8.93","17.9","6.2","7.0","2.8","1.0","1.8","4.2",2005,"bos"
"Dwayne Jones","FC (4.5)","14","86",".169","2.2","0.30","7.8","17.2","1.1","1.7","1.7","0.6","7.8",2005,"bos"
"Gerald Green","GF (2.5)","32","373",".032","-2.1","0.25","21.5","5.3","2.3","2.8","0.5","1.7","5.3",2005,"bos"
"Justin Reed","SF (3.0)","32","290","-.144","-7.5","-0.87","12.4","4.8","1.2","2.5","0.7","0.8","7.5",2005,"bos"
"Kendrick Perkins","C (5.0)","68","1211",".184","2.6","4.63","14.0","16.0","2.7","4.2","4.2","0.8","7.9",2005,"bos"
"Marcus Banks","PG (1.0)","18","238","-.066","-5.1","-0.33","20.0","3.8","6.5","4.6","0.0","1.4","7.7",2005,"bos"
"Mark Blount","FC (4.5)","39","914","-.078","-5.5","-1.48","25.5","8.5","3.5","6.3","1.9","0.8","5.6",2005,"bos"
"Michael Olowokandi","C (5.0)","16","166","-.065","-5.1","-0.23","13.0","11.8","1.7","4.0","1.7","0.9","6.3",2005,"bos"
"Orien Greene","PG (1.0)","80","1171","-.002","-3.1","-0.05","10.4","5.9","5.3","4.5","0.4","3.2","7.4",2005,"bos"
"Paul Pierce","GF (2.5)","79","2880",".195","3.0","11.69","35.3","8.8","6.2","4.5","0.6","1.8","3.7",2005,"bos"
"Raef LaFrentz","FC (4.5)","82","1939",".068","-1.0","2.75","15.8","10.1","2.8","1.6","1.8","0.7","6.8",2005,"bos"
"Ricky Davis","GF (2.5)","42","1519",".090","-0.3","2.83","26.1","5.9","7.0","3.6","0.3","1.5","2.9",2005,"bos"
"Ryan Gomes","F (3.9)","61","1375",".139","1.2","3.99","16.1","10.4","2.0","1.9","0.2","1.2","2.9",2005,"bos"
"Tony Allen","GF (2.4)","51","894",".089","-0.3","1.67","19.8","6.0","3.6","3.6","1.0","2.7","6.8",2005,"bos"
"Wally Szczerbiak","GF (2.5)","32","1174",".155","1.7","3.80","22.9","5.0","4.1","2.0","0.2","0.8","2.5",2005,"bos"
"Al Jefferson","FC (4.7)","69","2282",".175","2.4","8.34","23.3","15.9","1.9","2.9","2.2","1.0","4.9",2006,"bos"
"Allan Ray","G (1.5)","47","709","-.033","-4.1","-0.48","19.6","4.7","2.9","2.8","0.2","1.4","5.8",2006,"bos"
"Brian Scalabrine","FC (4.5)","54","1026","-.052","-4.7","-1.11","10.1","4.9","2.8","2.1","0.8","1.1","6.1",2006,"bos"
"Delonte West","G (1.9)","69","2175",".095","-0.1","4.31","18.6","4.6","6.7","3.1","0.8","1.6","3.4",2006,"bos"
"Gerald Green","GF (2.5)","81","1762","-.023","-3.8","-0.83","23.0","5.7","2.3","3.3","0.7","1.1","5.4",2006,"bos"
"Kendrick Perkins","C (5.0)","72","1550",".060","-1.2","1.93","10.0","11.5","2.9","3.5","3.0","0.7","6.6",2006,"bos"
"Kevinn Pinkney","F (4.0)","6","100",".007","-2.9","0.01","14.9","7.2","2.4","1.9","1.4","1.4","5.8",2006,"bos"
"Leon Powe","F (4.0)","63","706",".130","1.0","1.91","17.9","14.6","0.7","3.2","1.5","1.0","7.1",2006,"bos"
"Michael Olowokandi","C (5.0)","24","234","-.093","-6.0","-0.45","8.2","9.9","1.0","3.5","2.7","1.6","9.9",2006,"bos"
"Paul Pierce","GF (2.8)","47","1702",".130","1.0","4.61","33.1","7.8","5.5","4.3","0.4","1.4","3.4",2006,"bos"
"Rajon Rondo","PG (1.0)","78","1795",".156","1.8","5.81","13.4","7.8","7.9","3.7","0.2","3.4","4.8",2006,"bos"
"Ryan Gomes","F (3.8)","73","2256",".045","-1.7","2.11","18.7","8.7","2.5","2.2","0.3","1.0","3.6",2006,"bos"
"Sebastian Telfair","PG (1.0)","78","1565","-.039","-4.3","-1.26","14.7","3.3","6.7","3.0","0.3","1.3","5.1",2006,"bos"
"Theo Ratliff","C (5.0)","2","44",".054","-1.4","0.05","5.5","7.7","0.0","1.1","3.3","1.1","6.6",2006,"bos"
"Tony Allen","GF (2.5)","33","804",".159","1.9","2.67","22.6","7.4","3.3","4.5","0.7","2.9","5.2",2006,"bos"
"Wally Szczerbiak","GF (3.0)","32","900",".019","-2.5","0.35","25.6","5.2","2.9","2.9","0.2","1.0","3.5",2006,"bos"
"Brian Scalabrine","FC (5.0)","48","512","-.030","-4.0","-0.32","8.3","7.4","3.8","2.4","0.8","0.8","5.9",2007,"bos"
"Eddie House","G (1.1)","78","1480",".125","0.8","3.84","18.9","5.4","4.9","2.5","0.3","1.9","3.7",2007,"bos"
"Gabe Pruitt","G (1.5)","15","95","-.071","-5.3","-0.14","16.2","4.1","6.6","2.5","0.0","2.5","5.1",2007,"bos"
"Glen Davis","FC (5.0)","69","940",".072","-0.8","1.41","16.0","10.6","1.4","3.3","1.0","1.6","8.2",2007,"bos"
"James Posey","GF (3.6)","74","1821",".163","2.0","6.20","14.4","8.5","3.0","1.7","0.5","1.9","4.8",2007,"bos"
"Kendrick Perkins","C (5.0)","78","1912",".191","2.9","7.62","13.6","11.9","2.1","3.1","2.9","0.8","6.1",2007,"bos"
"Kevin Garnett","PF (4.1)","71","2327",".293","6.0","14.20","27.6","13.5","5.0","2.8","1.8","2.1","3.4",2007,"bos"
"Leon Powe","F (4.0)","56","809",".238","4.3","4.00","26.4","13.5","0.9","2.6","0.9","0.9","7.5",2007,"bos"
"Paul Pierce","GF (2.9)","80","2873",".221","3.8","13.22","26.2","6.9","6.1","3.7","0.6","1.7","3.3",2007,"bos"
"P.J. Brown","FC (5.0)","18","209",".160","1.9","0.70","9.0","15.6","2.3","2.3","1.8","1.1","6.7",2007,"bos"
"Rajon Rondo","PG (1.0)","77","2305",".208","3.4","10.01","16.9","6.7","8.2","3.1","0.3","2.7","3.9",2007,"bos"
"Ray Allen","SG (2.0)","73","2623",".174","2.3","9.50","23.3","4.9","4.1","2.3","0.3","1.2","2.7",2007,"bos"
"Sam Cassell","PG (1.0)","17","299","-.036","-4.2","-0.22","20.9","5.0","5.6","3.1","0.5","1.4","4.7",2007,"bos"
"Scot Pollard","C (5.0)","22","173",".080","-0.6","0.29","10.8","10.3","0.8","1.4","1.7","0.8","11.9",2007,"bos"
"Tony Allen","GF (2.5)","75","1372",".066","-1.0","1.90","17.3","5.9","4.0","3.8","0.7","2.2","5.9",2007,"bos"
"Bill Walker","GF (3.0)","29","216",".047","-1.6","0.21","19.6","6.5","2.9","4.0","0.4","1.3","11.4",2008,"bos"
"Brian Scalabrine","FC (4.5)","39","504","-.041","-4.3","-0.43","12.9","4.8","1.7","1.1","1.0","0.7","7.0",2008,"bos"
"Eddie House","G (1.5)","81","1479",".147","1.5","4.53","22.4","5.1","3.0","1.8","0.2","2.0","3.7",2008,"bos"
"Gabe Pruitt","G (1.5)","47","366",".008","-2.8","0.06","12.2","5.6","5.1","2.5","0.4","2.0","4.5",2008,"bos"
"Glen Davis","FC (4.7)","76","1637",".014","-2.6","0.49","15.5","8.8","2.0","2.1","0.6","1.6","6.7",2008,"bos"
"J.R. Giddens","SG (2.0)","6","8",".584","15.1","0.09","25.3","19.0","0.0","6.3","0.0","6.3","6.3",2008,"bos"
"Kendrick Perkins","C (5.0)","76","2253",".167","2.1","7.84","13.8","13.2","2.0","3.5","3.2","0.5","5.4",2008,"bos"
"Kevin Garnett","PF (4.0)","57","1771",".201","3.2","7.41","24.4","13.1","3.9","2.4","1.8","1.7","3.5",2008,"bos"
"Leon Powe","F (4.0)","70","1226",".178","2.5","4.55","21.1","13.5","1.8","3.0","1.5","0.9","7.5",2008,"bos"
"Mikki Moore","FC (4.5)","24","456",".067","-1.0","0.63","12.2","11.2","2.6","2.2","0.5","0.4","10.1",2008,"bos"
"Patrick O'Bryant","C (5.0)","26","108","-.039","-4.3","-0.09","17.9","15.2","3.6","7.6","3.6","1.3","12.9",2008,"bos"
"Paul Pierce","GF (3.0)","81","3035",".142","1.3","8.95","26.2","7.2","4.7","3.6","0.4","1.3","3.4",2008,"bos"
"Rajon Rondo","PG (1.0)","80","2642",".270","5.3","14.86","17.3","7.6","12.0","3.8","0.2","2.7","3.5",2008,"bos"
"Ray Allen","SG (2.0)","79","2875",".187","2.7","11.21","23.9","4.6","3.6","2.2","0.2","1.2","2.6",2008,"bos"
"Stephon Marbury","PG (1.0)","23","414","-.109","-6.5","-0.94","10.2","3.2","8.7","4.3","0.3","1.2","3.9",2008,"bos"
"Tony Allen","GF (2.8)","46","887",".077","-0.7","1.42","19.4","5.6","3.6","4.2","1.2","2.9","5.3",2008,"bos"
"Bill Walker","GF (3.0)","8","29",".040","-1.8","0.02","13.1","8.2","4.9","3.3","0.0","0.0","6.5",2009,"bos"
"Brian Scalabrine","FC (4.3)","52","471","-.111","-6.5","-1.09","7.9","4.9","2.7","1.7","0.4","0.9","6.0",2009,"bos"
"Eddie House","G (1.3)","50","845",".030","-2.2","0.52","20.3","3.9","2.7","1.5","0.4","1.6","3.5",2009,"bos"
"Glen Davis","FC (4.5)","54","933",".001","-3.0","0.02","17.5","10.5","1.8","2.7","0.7","1.1","6.8",2009,"bos"
"J.R. Giddens","SG (2.0)","21","99",".065","-1.1","0.13","11.7","9.7","2.9","3.4","0.5","1.9","4.9",2009,"bos"
"Kendrick Perkins","C (5.0)","78","2153",".152","1.6","6.81","17.6","13.3","1.8","3.7","2.9","0.6","4.9",2009,"bos"
"Kevin Garnett","PF (4.0)","69","2060",".155","1.7","6.66","23.1","11.8","4.3","2.4","1.3","1.6","4.0",2009,"bos"
"Lester Hudson","G (1.5)","16","70",".014","-2.7","0.02","15.0","5.5","5.5","6.2","1.4","2.1","4.8",2009,"bos"
"Marcus Landry","SF (3.0)","1","3","-1.259","-42.2","-0.07","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2009,"bos"
"Marquis Daniels","GF (2.7)","51","937",".055","-1.4","1.07","14.8","4.9","3.4","2.2","0.3","1.4","4.7",2009,"bos"
"Michael Finley","GF (3.0)","21","314",".138","1.2","0.90","16.6","5.0","3.7","1.2","0.3","0.6","3.2",2009,"bos"
"Nate Robinson","G (1.0)","26","382",".042","-1.8","0.33","21.4","4.8","6.4","2.5","0.0","2.8","6.3",2009,"bos"
"Oliver Lafayette","G (1.5)","1","22",".208","3.4","0.09","15.6","8.9","4.5","2.2","0.0","0.0","0.0",2009,"bos"
"Paul Pierce","GF (3.0)","71","2410",".169","2.2","8.47","25.8","6.2","4.3","3.3","0.6","1.7","3.9",2009,"bos"
"Rajon Rondo","PG (1.0)","81","2963",".246","4.6","15.21","18.0","5.8","12.9","4.0","0.2","3.1","3.2",2009,"bos"
"Rasheed Wallace","FC (4.5)","79","1780","-.003","-3.2","-0.10","19.1","8.8","2.2","1.7","1.9","2.2","6.0",2009,"bos"
"Ray Allen","SG (2.0)","80","2819",".131","1.0","7.67","22.2","4.3","3.6","2.2","0.4","1.1","3.1",2009,"bos"
"Shelden Williams","FC (4.5)","54","597",".144","1.4","1.79","16.2","11.7","1.7","2.4","1.7","1.0","6.8",2009,"bos"
"Tony Allen","GF (2.5)","54","888",".154","1.7","2.85","17.8","7.8","3.9","3.6","1.0","3.2","5.9",2009,"bos"
"Avery Bradley","SG (2.0)","30","162","-.269","-11.5","-0.91","15.4","5.0","3.3","4.7","0.0","2.7","5.9",2010,"bos"
"Carlos Arroyo","PG (1.0)","15","190",".047","-1.6","0.19","9.1","5.8","6.3","4.3","0.0","1.8","2.8",2010,"bos"
"Chris Johnson","C (5.0)","4","32",".116","0.5","0.08","8.9","7.4","1.5","3.0","4.4","0.0","4.4",2010,"bos"
"Delonte West","G (1.5)","24","453",".118","0.6","1.11","14.3","3.9","6.8","3.2","1.1","2.1","3.1",2010,"bos"
"Glen Davis","FC (4.5)","78","2297","-.012","-3.5","-0.58","19.1","8.9","1.9","1.8","0.6","1.6","4.8",2010,"bos"
"Jeff Green","F (3.6)","26","612",".031","-2.1","0.39","19.9","6.7","1.5","1.8","1.3","1.0","5.3",2010,"bos"
"Jermaine O'Neal","C (5.0)","24","431","-.027","-3.9","-0.24","14.4","9.8","1.3","3.0","3.3","0.2","7.2",2010,"bos"
"Kendrick Perkins","C (5.0)","12","313",".099","-0.0","0.64","13.3","14.9","1.5","3.8","1.5","0.3","5.7",2010,"bos"
"Kevin Garnett","PF (4.0)","71","2219",".202","3.2","9.36","22.8","13.6","3.7","2.5","1.2","2.1","3.2",2010,"bos"
"Luke Harangody","PF (4.0)","28","241","-.026","-3.9","-0.13","12.5","10.9","2.0","1.0","1.4","0.8","7.2",2010,"bos"
"Marquis Daniels","GF (2.8)","49","938",".144","1.4","2.82","13.9","5.8","3.3","1.9","1.1","2.0","3.2",2010,"bos"
"Nate Robinson","G (1.3)","55","982","-.016","-3.6","-0.33","19.0","4.3","5.1","3.2","0.2","1.4","5.2",2010,"bos"
"Nenad Krstic","C (5.0)","24","553",".104","0.2","1.20","18.9","11.1","0.7","2.0","0.7","0.7","6.7",2010,"bos"
"Paul Pierce","GF (3.0)","80","2774",".209","3.4","12.09","26.2","7.4","4.5","3.0","0.9","1.4","4.0",2010,"bos"
"Rajon Rondo","PG (1.0)","68","2527",".239","4.3","12.57","13.7","5.6","14.4","4.4","0.2","2.9","2.3",2010,"bos"
"Ray Allen","SG (2.0)","80","2890",".182","2.6","10.96","21.9","4.6","3.6","1.9","0.3","1.3","2.4",2010,"bos"
"Sasha Pavlovic","GF (3.0)","17","149",".039","-1.9","0.12","10.0","4.5","1.0","1.9","0.0","1.6","4.8",2010,"bos"
"Semih Erden","C (5.0)","37","531",".068","-1.0","0.75","13.6","9.7","1.7","2.9","1.9","1.2","8.3",2010,"bos"
"Shaquille O'Neal","C (5.0)","37","751",".155","1.7","2.43","21.8","11.4","1.7","3.6","2.7","1.0","7.7",2010,"bos"
"Troy Murphy","FC (5.0)","17","178",".072","-0.8","0.27","11.9","10.3","1.6","1.9","0.3","2.2","5.1",2010,"bos"
"Von Wafer","G (1.5)","58","552",".066","-1.0","0.76","16.0","4.3","3.0","1.7","0.4","1.6","3.4",2010,"bos"
"Avery Bradley","G (1.5)","64","1368",".072","-0.8","2.06","17.0","4.0","3.1","2.6","0.4","1.5","3.8",2011,"bos"
"Brandon Bass","FC (4.3)","59","1868",".052","-1.5","2.02","19.0","9.4","1.4","1.7","1.4","0.9","3.5",2011,"bos"
"Chris Wilcox","FC (4.5)","29","481",".127","0.9","1.28","15.2","12.2","1.2","3.0","0.9","1.1","6.4",2011,"bos"
"E'Twaun Moore","G (1.5)","42","331","-.018","-3.7","-0.13","16.0","4.8","4.9","3.0","0.4","1.6","4.8",2011,"bos"
"Greg Stiemsma","C (5.0)","56","766",".197","3.1","3.15","10.1","11.1","1.8","2.1","5.3","2.3","9.0",2011,"bos"
"JaJuan Johnson","PF (4.0)","42","298","-.050","-4.6","-0.31","18.4","9.3","1.0","2.3","2.3","0.8","4.0",2011,"bos"
"Jermaine O'Neal","C (5.0)","25","570",".063","-1.1","0.75","10.5","11.4","0.8","1.8","3.6","0.7","6.7",2011,"bos"
"Kevin Garnett","FC (4.5)","60","1864",".145","1.4","5.63","24.4","12.7","4.5","2.8","1.6","1.5","3.6",2011,"bos"
"Keyon Dooling","G (1.5)","47","662","-.006","-3.3","-0.09","13.2","2.8","3.7","2.5","0.1","0.9","4.1",2011,"bos"
"Marquis Daniels","GF (2.5)","45","484",".020","-2.5","0.20","12.0","6.6","4.7","2.8","0.9","2.1","3.6",2011,"bos"
"Mickael Pietrus","GF (2.7)","43","921",".059","-1.2","1.14","15.1","6.8","1.3","1.7","0.5","1.1","4.2",2011,"bos"
"Paul Pierce","SF (3.2)","61","2075",".142","1.3","6.13","27.3","7.3","6.3","4.0","0.6","1.6","3.4",2011,"bos"
"Rajon Rondo","PG (1.0)","55","1957",".208","3.4","8.47","15.4","6.3","15.2","4.7","0.1","2.3","2.4",2011,"bos"
"Ray Allen","SG (2.0)","49","1565",".165","2.0","5.38","20.1","4.4","3.3","2.1","0.2","1.5","2.5",2011,"bos"
"Ryan Hollins","C (5.0)","17","160","-.027","-3.9","-0.09","12.6","7.8","0.9","3.3","1.5","0.3","6.9",2011,"bos"
"Sasha Pavlovic","GF (3.0)","46","527",".050","-1.5","0.55","10.9","6.6","1.6","1.8","1.4","1.8","4.9",2011,"bos"
"Sean Williams","FC (4.5)","3","42",".340","7.5","0.30","12.5","13.7","3.4","3.4","3.4","3.4","4.6",2011,"bos"
"Avery Bradley","SG (1.0)","50","1435","-.012","-3.4","-0.35","15.4","3.7","3.5","2.4","0.6","2.1","4.3",2012,"bos"
"Brandon Bass","PF (4.2)","81","2240",".065","-1.1","3.02","15.0","9.1","1.8","1.7","1.4","0.9","4.0",2012,"bos"
"Chris Wilcox","C (5.0)","61","830",".208","3.4","3.60","15.0","10.4","1.3","2.0","1.6","1.9","7.2",2012,"bos"
"Courtney Lee","SG (2.0)","78","1943",".130","1.0","5.26","15.1","4.7","3.5","2.1","0.5","2.2","3.4",2012,"bos"
"Darko Milicic","C (5.0)","1","5","-1.050","-35.7","-0.11","0.0","9.6","0.0","19.2","0.0","0.0","9.6",2012,"bos"
"D.J. White","PF (5.0)","12","86",".103","0.1","0.19","16.2","7.3","2.2","1.1","3.3","0.6","2.8",2012,"bos"
"Fab Melo","C (5.0)","6","36","-.112","-6.6","-0.08","9.3","4.0","0.0","1.3","2.7","2.7","9.3",2012,"bos"
"Jared Sullinger","PF (4.0)","45","889",".138","1.2","2.55","14.6","14.3","1.9","1.6","1.2","1.2","8.3",2012,"bos"
"Jarvis Varnado","PF (5.0)","5","18",".074","-0.8","0.03","16.0","8.0","2.7","2.7","0.0","2.7","2.7",2012,"bos"
"Jason Collins","C (5.0)","32","327","-.055","-4.8","-0.38","5.4","7.6","0.9","2.3","0.9","1.5","10.9",2012,"bos"
"Jason Terry","SG (2.0)","79","2123",".119","0.6","5.28","18.1","3.6","4.5","2.3","0.2","1.5","2.5",2012,"bos"
